Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity
04-06-2022,Jayanagar,Jayanagar 4th Block,18317,56.92769002,1.173713407,64.90841946,91.10762763,0,86.634,71.61205264,77.13581396,53.70022878,101,Clear,No
04-06-2022,Hebbal,Ballari Road,42237,20,1.5,100,100,0,134.474,13.21257075,92.43443878,71.71340805,95,Fog,No
04-06-2022,Yeshwanthpur,Yeshwanthpur Circle,21042,59.19346232,1.320576678,70.64317918,100,1,92.084,70.19271022,62.45791664,60.92630004,115,Rain,No
05-06-2022,Indiranagar,100 Feet Road,27483,42.84825369,1.5,95.21545238,100,3,104.966,55.84137172,83.4778226,57.79194924,91,Overcast,No
05-06-2022,Indiranagar,CMH Road,23498,58.97918915,1.129586773,83.10875739,100,1,96.996,32.3010914,72.77267402,66.48765461,100,Clear,No
05-06-2022,Koramangala,Sony World Junction,29380,29.83793869,1.5,89.24260776,100,1,108.76,67.48611489,64.75264989,83.49570094,104,Clear,No
05-06-2022,Koramangala,Sarjapur Road,45175,35.85438685,1.5,100,100,2,140.35,68.63096562,71.18553312,52.68167705,87,Rain,No
05-06-2022,M.G. Road,Anil Kumble Circle,36525,43.61927554,1.5,100,100,0,123.05,30.81784412,78.95531493,55.40346476,87,Fog,No
05-06-2022,Jayanagar,Jayanagar 4th Block,23356,40.42253803,1.058624801,83.69126237,100,2,96.712,45.72150849,77.76066522,71.1936753,83,Clear,No
05-06-2022,Jayanagar,South End Circle,35756,46.76637549,1.5,100,100,0,121.512,71.77451892,86.83453418,93.76308038,84,Clear,No
05-06-2022,Hebbal,Ballari Road,36512,40.40868445,1.5,100,100,2,123.024,58.0410788,79.48767101,89.54826994,110,Clear,No
06-06-2022,Indiranagar,100 Feet Road,22044,32.92544319,1.169549897,76.58814246,100,0,94.088,36.12950281,94.22518465,74.91757554,93,Rain,No
06-06-2022,Indiranagar,CMH Road,36454,49.01069356,1.5,100,100,1,122.908,39.21907767,73.42344841,67.52044724,84,Clear,No
06-06-2022,Whitefield,ITPL Main Road,27073,28.28502486,1.5,81.24586198,100,2,104.146,19.72707851,70.88796557,58.39110471,87,Clear,No
06-06-2022,Koramangala,Sony World Junction,42418,24.13086305,1.5,100,100,2,134.836,72.82228964,63.17782721,67.44546135,103,Clear,No
06-06-2022,Electronic City,Hosur Road,26845,35.92716902,1.5,83.0050525,100,0,103.69,71.82375128,86.96637689,68.5127392,90,Rain,No
06-06-2022,M.G. Road,Anil Kumble Circle,12789,52.69536914,1.139355004,36.71799238,67.91922571,0,75.578,54.56710076,95.23060046,51.74568073,215,Rain,No
06-06-2022,Jayanagar,South End Circle,8604,48.87223068,1.156888091,35.12984753,40.0793215,1,67.208,35.63074239,86.49750987,67.0694861,194,Clear,No
07-06-2022,Indiranagar,100 Feet Road,36859,24.11924327,1.5,100,100,2,123.718,69.58906708,75.76458305,85.48411615,88,Clear,No
07-06-2022,Indiranagar,CMH Road,31519,37.22058059,1.5,100,100,1,113.038,57.33047749,97.15383904,57.06786216,97,Fog,No
07-06-2022,Whitefield,ITPL Main Road,34723,35.53452166,1.5,100,100,2,119.446,78.06370748,71.93054772,62.46389332,100,Fog,No
07-06-2022,Koramangala,Sony World Junction,47296,33.04995235,1.5,100,100,0,144.592,73.06541469,64.97346294,62.22562076,88,Overcast,No
07-06-2022,Electronic City,Hosur Road,15540,51.02535366,1.30776216,48.75130245,78.00536897,1,81.08,60.85664303,86.46808371,53.41854397,99,Clear,No
07-06-2022,Electronic City,Silk Board Junction,23022,47.16356535,1.005398908,84.74879119,100,1,96.044,20.19644863,72.90117818,67.27308865,112,Rain,No
07-06-2022,M.G. Road,Anil Kumble Circle,40715,22.78214989,1.5,100,100,6,131.43,39.40815654,96.38222143,61.70921479,84,Clear,No
07-06-2022,Jayanagar,Jayanagar 4th Block,24140,41.77930175,1.24304541,85.02013031,100,2,98.28,21.98300064,76.22727602,71.75985458,107,Fog,No
07-06-2022,Jayanagar,South End Circle,28548,50.29883488,1.5,88.66332328,100,1,107.096,34.01948875,80.59413154,92.74345124,107,Overcast,No
07-06-2022,Hebbal,Hebbal Flyover,9292,59.00305807,1.37951231,29.36537375,49.62608351,0,68.584,30.93621021,83.8207764,99.89913169,201,Fog,No
07-06-2022,Hebbal,Ballari Road,17958,36.83935812,1.395444097,51.1908563,93.22564292,0,85.916,39.32088038,93.27910595,54.5301508,96,Rain,No
07-06-2022,Yeshwanthpur,Tumkur Road,9395,43.47455052,1.164364917,36.94561424,42.12179235,1,68.79,14.41409679,76.33144479,92.04742599,183,Rain,No
08-06-2022,Indiranagar,100 Feet Road,43089,35.43804557,1.5,100,100,0,136.178,16.3416084,66.27125421,56.81445388,93,Clear,No
08-06-2022,Indiranagar,CMH Road,44466,35.58244361,1.5,100,100,1,138.932,33.06043168,75.55591323,65.31288382,87,Rain,No
08-06-2022,Koramangala,Sony World Junction,29130,35.19653002,1.5,95.73487485,100,1,108.26,25.36717139,62.82231821,67.39286606,99,Rain,No
08-06-2022,M.G. Road,Trinity Circle,39832,43.65985333,1.5,100,100,3,129.664,12.12820308,87.79348459,96.73133663,96,Clear,No
08-06-2022,M.G. Road,Anil Kumble Circle,25557,36.80560938,1.5,81.22040808,100,4,101.114,76.0075847,75.94636368,61.48982276,95,Clear,No
08-06-2022,Jayanagar,Jayanagar 4th Block,21102,52.69457311,1.330644387,78.87327119,100,1,92.204,14.02709991,64.99191968,72.42845489,91,Rain,No
08-06-2022,Jayanagar,South End Circle,30738,39.99792675,1.5,99.25481536,100,2,111.476,45.07826821,85.84760678,79.98272125,106,Clear,No
08-06-2022,Yeshwanthpur,Yeshwanthpur Circle,6552,42.21535286,1.128968866,22.60397157,37.49680954,0,63.104,25.40279467,66.67206961,58.65198831,186,Clear,No
09-06-2022,Indiranagar,100 Feet Road,23420,64.32963175,1.131624514,73.36943474,100,1,96.84,34.52389815,63.4471531,59.29671972,90,Clear,No
09-06-2022,Indiranagar,CMH Road,27215,39.16396259,1.5,93.37752514,100,1,104.43,61.19953632,70.90621053,78.59361273,92,Clear,No
09-06-2022,Koramangala,Sarjapur Road,65770,50.6288982,1.5,100,100,1,181.54,62.56041466,77.88962833,81.69456949,99,Overcast,No
09-06-2022,M.G. Road,Trinity Circle,23708,31.18687166,1.134402465,79.00145328,100,4,97.416,16.76350287,95.78662883,83.85579859,104,Overcast,No
09-06-2022,Hebbal,Ballari Road,43017,20,1.5,100,100,0,136.034,38.74817202,92.69784009,84.76744983,91,Windy,No
10-06-2022,Indiranagar,100 Feet Road,53060,22.4453199,1.5,100,100,2,156.12,66.75669275,62.76019357,54.72872431,95,Clear,No
10-06-2022,Indiranagar,CMH Road,45182,40.57102447,1.5,100,100,2,140.364,72.65310015,73.28955464,78.92982348,92,Fog,No
10-06-2022,Koramangala,Sony World Junction,42613,36.41638128,1.5,100,100,2,135.226,27.59204426,64.85613999,51.76705223,93,Clear,No
10-06-2022,Electronic City,Hosur Road,28383,22.96214674,1.5,100,100,2,106.766,70.25748825,76.86616027,66.95381709,103,Clear,No
10-06-2022,M.G. Road,Trinity Circle,14345,45.88309013,1.340550882,42.52546626,72.72141204,1,78.69,75.24957721,96.11914117,60.40669487,189,Clear,No
10-06-2022,Jayanagar,Jayanagar 4th Block,20940,56.85314677,1.252679037,78.74735651,100,0,91.88,12.33733996,74.55333231,66.88142385,98,Fog,No
10-06-2022,Jayanagar,South End Circle,34266,40.67241707,1.5,100,100,0,118.532,32.80927463,77.93400428,59.35358076,89,Fog,No
10-06-2022,Hebbal,Ballari Road,20505,60.9828756,1.13107191,62.46179322,100,0,91.01,22.40058537,98.56903824,55.37942223,98,Rain,No
10-06-2022,Yeshwanthpur,Yeshwanthpur Circle,22987,66.28467769,1.189194984,75.4863788,100,3,95.974,60.58346125,83.89932535,82.15088412,102,Windy,Yes
10-06-2022,Yeshwanthpur,Tumkur Road,14123,44.15092676,1.170370312,53.09944083,68.34286471,0,78.246,27.58619673,84.64582506,90.74996949,198,Windy,No
11-06-2022,Indiranagar,100 Feet Road,35179,30.2595886,1.5,100,100,4,120.358,73.56081392,63.67007551,66.54741974,90,Overcast,No
11-06-2022,Indiranagar,CMH Road,49200,29.83071739,1.5,100,100,1,148.4,52.31490148,79.08452127,50.21375623,92,Clear,No
11-06-2022,Whitefield,Marathahalli Bridge,25025,43.94657452,1.5,80.7905549,100,2,100.05,74.56789488,79.85843514,86.68062014,85,Clear,No
11-06-2022,Koramangala,Sony World Junction,45680,53.84969712,1.5,100,100,4,141.36,67.14367308,97.66993449,69.41364954,107,Clear,No
11-06-2022,Koramangala,Sarjapur Road,43087,23.64603659,1.5,100,100,2,136.174,19.91069463,89.43246415,82.28198599,93,Rain,No
11-06-2022,Electronic City,Hosur Road,13630,46.6772405,1.362600111,38.46303443,66.99573946,0,77.26,42.84902925,90.12333839,89.49863557,200,Clear,No
11-06-2022,Electronic City,Silk Board Junction,13708,54.02713148,1.364880915,43.45570715,68.68598724,0,77.416,74.94265197,90.77322355,91.57208899,182,Clear,Yes
11-06-2022,M.G. Road,Trinity Circle,41828,31.72156959,1.5,100,100,1,133.656,39.58077981,84.98940808,93.63589206,99,Fog,No
11-06-2022,M.G. Road,Anil Kumble Circle,36741,43.10530763,1.5,100,100,3,123.482,61.55271712,66.23132192,63.47532292,85,Clear,No
11-06-2022,Hebbal,Hebbal Flyover,42527,26.92434185,1.5,100,100,1,135.054,39.40242947,96.7429392,67.98704348,120,Windy,No
11-06-2022,Yeshwanthpur,Yeshwanthpur Circle,19687,37.27787425,1.249426162,70.14784743,93.82683782,2,89.374,45.04816239,88.5536912,52.66136424,108,Overcast,No
12-06-2022,Indiranagar,100 Feet Road,36913,32.56577247,1.5,100,100,0,123.826,30.38744781,65.73132457,81.51522388,123,Clear,No
12-06-2022,Indiranagar,CMH Road,37405,36.05111977,1.5,100,100,3,124.81,61.14116215,86.88149515,73.67619825,105,Fog,No
12-06-2022,Whitefield,ITPL Main Road,33274,24.03558356,1.5,100,100,4,116.548,10.51363377,64.99874473,97.80922837,96,Clear,No
12-06-2022,Koramangala,Sony World Junction,42892,20,1.5,100,100,0,135.784,69.01549642,62.05994728,58.54100682,85,Clear,Yes
12-06-2022,Koramangala,Sarjapur Road,30714,26.58938146,1.5,96.90223821,100,1,111.428,32.30231019,77.81080113,83.44569636,103,Clear,No
12-06-2022,Electronic City,Hosur Road,17914,33.50816633,1.168528879,62.8793509,93.7462147,1,85.828,28.32720528,92.4654128,75.91398812,99,Rain,No
12-06-2022,M.G. Road,Trinity Circle,40334,47.17739604,1.5,100,100,3,130.668,10.96933449,78.69317187,87.14518014,100,Clear,No
12-06-2022,M.G. Road,Anil Kumble Circle,14379,21.85836017,1.139637493,42.7756232,73.61558691,0,78.758,54.19579704,91.16285794,88.05013139,195,Clear,No
12-06-2022,Jayanagar,South End Circle,8570,34.26892586,1.225699982,31.70240689,41.16371046,2,67.14,21.09956606,83.18675652,77.09477584,218,Clear,No
12-06-2022,Yeshwanthpur,Yeshwanthpur Circle,19908,37.54987798,1.264650745,59.50828401,97.62841836,1,89.816,16.37277684,83.09073974,57.3627231,92,Clear,No
12-06-2022,Yeshwanthpur,Tumkur Road,24075,43.04504186,1.383015776,73.7078829,100,0,98.15,53.45068084,83.25624627,60.20631423,109,Overcast,Yes
13-06-2022,Indiranagar,100 Feet Road,12847,35.49761279,1.11216192,43.04681031,68.3874827,0,75.694,66.77558556,62.61087994,56.33974222,205,Clear,No
13-06-2022,Indiranagar,CMH Road,33920,42.22409168,1.5,100,100,0,117.84,61.4316933,61.85685542,91.89500254,116,Clear,No
13-06-2022,Whitefield,Marathahalli Bridge,20684,51.2837838,1.142780628,74.59791647,100,3,91.368,26.76477828,60.00981162,90.14245535,111,Clear,No
13-06-2022,Koramangala,Sony World Junction,32418,38.2474332,1.5,99.03739917,100,4,114.836,26.44557439,84.75976021,50.88465806,104,Clear,No
13-06-2022,Koramangala,Sarjapur Road,31760,34.20432951,1.5,100,100,0,113.52,15.44600793,63.25232293,88.91203818,95,Fog,No
13-06-2022,Electronic City,Hosur Road,20674,27.40048074,1.135136248,66.77236605,100,3,91.348,55.23632503,82.28692666,89.2794042,101,Overcast,No
13-06-2022,M.G. Road,Trinity Circle,26149,20,1.5,79.84087502,100,1,102.298,59.44713442,94.19244625,51.14529333,102,Clear,No
13-06-2022,M.G. Road,Anil Kumble Circle,56559,34.18398076,1.5,100,100,0,163.118,65.82760824,69.14700474,57.77556214,104,Clear,No
13-06-2022,Jayanagar,Jayanagar 4th Block,22762,48.03016292,1.093201979,82.0927053,100,2,95.524,77.92819605,82.62590254,56.54909519,97,Clear,No
13-06-2022,Hebbal,Hebbal Flyover,18534,51.59458524,1.236625945,65.77587884,94.20972326,1,87.068,77.53641439,73.85995558,93.92952122,85,Rain,Yes
14-06-2022,Indiranagar,100 Feet Road,45022,49.23437923,1.5,100,100,2,140.044,70.52454611,61.05159396,95.54985111,94,Clear,No
14-06-2022,Indiranagar,CMH Road,44114,40.64514442,1.5,100,100,5,138.228,70.38967121,76.82824282,86.6210888,94,Clear,No
14-06-2022,Whitefield,ITPL Main Road,36227,38.13780373,1.5,100,100,1,122.454,44.22319871,77.70711498,60.80201122,94,Clear,No
14-06-2022,Electronic City,Hosur Road,12497,46.6845077,1.240880049,32.70280374,61.45145806,0,74.994,62.39765039,62.54021877,59.28655334,197,Clear,No
14-06-2022,M.G. Road,Trinity Circle,35975,21.45510383,1.5,100,100,4,121.95,56.89799442,68.84975778,69.29647685,104,Clear,No
14-06-2022,Jayanagar,South End Circle,25719,38.11395357,1.5,80.8838105,100,4,101.438,46.15929285,77.76975683,65.55757891,111,Clear,No
14-06-2022,Hebbal,Hebbal Flyover,43242,54.79333618,1.5,100,100,7,136.484,70.17146739,96.36697195,95.20702362,111,Clear,No
14-06-2022,Yeshwanthpur,Yeshwanthpur Circle,27017,47.6302807,1.5,98.77117763,100,3,104.034,24.69143702,97.05280195,84.67404382,105,Clear,No
14-06-2022,Yeshwanthpur,Tumkur Road,26718,20,1.5,91.75371229,100,4,103.436,19.3284606,83.18681741,69.7856435,110,Overcast,No
15-06-2022,Indiranagar,100 Feet Road,21497,55.61396043,1.106812935,77.93143788,100,3,92.994,42.39877915,80.11552227,60.17265253,115,Rain,No
15-06-2022,Indiranagar,CMH Road,11348,46.15876743,1.312187216,29.30164764,57.14013986,0,72.696,74.05187464,78.05324853,94.92316742,191,Overcast,No
15-06-2022,Whitefield,ITPL Main Road,23465,34.47165129,1.279573051,76.35699137,100,2,96.93,52.88591267,96.7952409,55.55129741,103,Clear,Yes
15-06-2022,Koramangala,Sony World Junction,45897,31.98486355,1.5,100,100,2,141.794,44.96747784,84.97946224,56.90073027,76,Clear,Yes
15-06-2022,Electronic City,Silk Board Junction,15096,28.87642369,1.375913179,48.23673618,75.44277659,0,80.192,10.00875971,95.97337827,54.08573785,127,Rain,No
15-06-2022,M.G. Road,Trinity Circle,37432,37.36280094,1.5,100,100,2,124.864,51.13379749,73.84723702,70.28531103,86,Rain,No
15-06-2022,M.G. Road,Anil Kumble Circle,36886,45.46411967,1.5,100,100,2,123.772,31.43074935,62.48083482,65.81746439,97,Clear,No
15-06-2022,Jayanagar,Jayanagar 4th Block,33718,35.16591919,1.5,100,100,2,117.436,48.77253719,92.97159502,99.31623543,107,Rain,No
15-06-2022,Hebbal,Ballari Road,20862,46.33593244,1.186335456,78.75125403,100,5,91.724,19.25775145,65.36928218,51.17701421,105,Fog,No
15-06-2022,Yeshwanthpur,Yeshwanthpur Circle,33081,24.69248032,1.5,100,100,1,116.162,78.40759767,62.80863691,76.70044549,92,Fog,Yes
16-06-2022,Indiranagar,100 Feet Road,35829,21.28904814,1.5,100,100,2,121.658,27.89495609,81.32710375,64.01100768,101,Fog,No
16-06-2022,Indiranagar,CMH Road,32295,50.5305977,1.5,100,100,2,114.59,46.93937947,97.66162,80.95552188,107,Clear,No
16-06-2022,Whitefield,Marathahalli Bridge,9085,41.4497749,1.151173643,36.91612585,46.98998313,0,68.17,26.58241853,96.88624371,52.71004044,208,Clear,No
16-06-2022,Whitefield,ITPL Main Road,28358,20,1.5,84.90118972,100,1,106.716,73.5463228,81.06393721,78.30872709,89,Overcast,No
16-06-2022,Koramangala,Sony World Junction,15821,26.47339676,1.017045315,54.93251821,79.33913827,1,81.642,64.65931414,80.83508183,68.52646664,128,Clear,No
16-06-2022,Koramangala,Sarjapur Road,45776,28.40539621,1.5,100,100,0,141.552,30.80809828,86.00442399,56.8365413,105,Clear,No
16-06-2022,M.G. Road,Anil Kumble Circle,34426,51.9560986,1.5,100,100,0,118.852,23.77183657,64.38069968,65.94968871,111,Clear,No
16-06-2022,Jayanagar,Jayanagar 4th Block,29800,31.47035769,1.5,95.69987941,100,3,109.6,17.82490094,86.43463034,83.81884178,96,Windy,No
16-06-2022,Jayanagar,South End Circle,8341,61.36643725,1.077307691,32.84777177,44.81148798,0,66.682,12.86970333,73.36313767,81.29952329,213,Clear,No
17-06-2022,Indiranagar,100 Feet Road,24363,42.88497993,1.164710916,78.16787882,100,2,98.726,72.38762692,73.14838398,50.63283851,97,Clear,No
17-06-2022,Indiranagar,CMH Road,21313,32.71846296,1.369237778,62.01849531,100,0,92.626,72.56649178,63.84209054,70.57213833,97,Clear,No
17-06-2022,Whitefield,Marathahalli Bridge,38935,47.77374039,1.5,100,100,1,127.87,76.81932217,74.39163816,94.15784443,96,Clear,No
17-06-2022,Koramangala,Sony World Junction,47252,20,1.5,100,100,2,144.504,11.37224976,88.64647538,55.10305518,107,Clear,No
17-06-2022,Koramangala,Sarjapur Road,32116,38.54840156,1.5,100,100,3,114.232,46.64070962,61.4329435,61.15269774,99,Clear,No
17-06-2022,M.G. Road,Trinity Circle,49571,40.75749218,1.5,100,100,6,149.142,31.33332609,85.4490347,86.65235929,101,Overcast,No
17-06-2022,M.G. Road,Anil Kumble Circle,27071,37.60203789,1.5,82.106928,100,2,104.142,60.06738982,93.50876973,72.62499254,108,Clear,No
17-06-2022,Jayanagar,Jayanagar 4th Block,9914,31.95668251,1.259167619,24.5177428,47.44415617,0,69.828,32.29864963,76.71952097,85.64053786,183,Windy,No
17-06-2022,Jayanagar,South End Circle,27586,36.79318501,1.5,89.41235175,100,2,105.172,28.02748152,75.49378927,52.61023548,99,Clear,Yes
17-06-2022,Hebbal,Hebbal Flyover,26456,29.9900873,1.5,96.88228249,100,2,102.912,19.24809511,69.48928919,82.13736422,78,Clear,No
18-06-2022,Indiranagar,100 Feet Road,40783,22.892842,1.5,100,100,1,131.566,74.96367668,75.67877849,52.16766071,106,Clear,No
18-06-2022,Indiranagar,CMH Road,41105,43.55001635,1.5,100,100,2,132.21,56.36569666,77.88613697,98.62789815,110,Fog,No
18-06-2022,Whitefield,Marathahalli Bridge,22567,45.48192177,1.25863518,77.92307513,100,2,95.134,69.69063645,61.09944185,55.14187075,86,Rain,No
18-06-2022,Whitefield,ITPL Main Road,31354,31.82715084,1.5,95.29564491,100,1,112.708,28.78560984,92.8378863,58.14900481,109,Clear,No
18-06-2022,Koramangala,Sony World Junction,30294,43.6141836,1.5,100,100,0,110.588,24.50894662,65.81044457,91.53897664,113,Clear,No
18-06-2022,Electronic City,Silk Board Junction,5916,44.69787273,1.331189966,19.55024514,30.99860779,0,61.832,34.18552829,68.88801652,88.52662735,208,Clear,Yes
18-06-2022,M.G. Road,Trinity Circle,30693,41.20338577,1.5,100,100,1,111.386,67.44816058,83.04993,54.6229983,104,Overcast,No
18-06-2022,M.G. Road,Anil Kumble Circle,39269,28.39835913,1.5,100,100,2,128.538,16.87725553,87.62574453,91.14244528,112,Overcast,No
18-06-2022,Jayanagar,Jayanagar 4th Block,25355,28.32690395,1.5,82.40967921,100,1,100.71,30.5709733,60.7865036,73.64554733,108,Overcast,No
18-06-2022,Hebbal,Hebbal Flyover,11136,58.44105694,1.320651758,39.44212413,52.24891625,1,72.272,66.53267893,90.96428482,64.89322436,175,Clear,No
18-06-2022,Hebbal,Ballari Road,41555,41.61939584,1.5,100,100,1,133.11,66.0761495,96.5829472,67.70522233,106,Rain,Yes
18-06-2022,Yeshwanthpur,Yeshwanthpur Circle,23733,58.67429574,1.19094561,82.60816182,100,5,97.466,21.58897895,92.81118243,90.16564561,103,Clear,No
19-06-2022,Indiranagar,100 Feet Road,48190,25.13226382,1.5,100,100,4,146.38,48.91122843,69.04823063,81.815642,120,Clear,No
19-06-2022,Indiranagar,CMH Road,23997,35.9474384,1.283338832,85.01362323,100,1,97.994,17.30102261,74.49885244,64.96600546,104,Clear,No
19-06-2022,Whitefield,Marathahalli Bridge,30553,30.92101075,1.5,93.97260941,100,4,111.106,53.63156217,92.90908885,86.82258927,102,Fog,No
19-06-2022,Whitefield,ITPL Main Road,23145,56.00391824,1.391956129,71.47143465,100,2,96.29,42.95535446,67.48935358,76.06331193,112,Overcast,No
19-06-2022,Koramangala,Sony World Junction,42820,29.52458604,1.5,100,100,1,135.64,73.60931669,89.22987667,63.58334033,100,Clear,No
19-06-2022,Koramangala,Sarjapur Road,28551,44.96581295,1.5,96.77820046,100,1,107.102,54.31054548,77.02337441,50.80586522,90,Clear,No
19-06-2022,M.G. Road,Trinity Circle,34221,25.82608015,1.5,100,100,2,118.442,22.34853102,81.75878543,78.31060225,111,Overcast,No
19-06-2022,M.G. Road,Anil Kumble Circle,28038,31.73366598,1.5,87.77976387,100,1,106.076,17.6954199,89.83518181,63.10354633,105,Clear,No
19-06-2022,Jayanagar,Jayanagar 4th Block,32086,29.43720935,1.5,100,100,4,114.172,62.30882917,96.66149122,66.85825064,98,Clear,No
19-06-2022,Hebbal,Ballari Road,21369,42.56097051,1.399573495,76.71008604,100,0,92.738,58.82416396,75.57444658,81.64932351,103,Overcast,Yes
20-06-2022,Indiranagar,100 Feet Road,34662,30.83739736,1.5,100,100,1,119.324,50.61636764,88.82295072,66.55373693,103,Clear,No
20-06-2022,Indiranagar,CMH Road,20972,47.52448555,1.328544717,60.76458486,100,0,91.944,51.22592489,89.19546658,62.96303641,100,Clear,Yes
20-06-2022,Whitefield,Marathahalli Bridge,6611,53.75214975,1.261298486,16.24470048,35.90770066,0,63.222,72.66052801,93.6168677,83.94036718,173,Overcast,No
20-06-2022,Whitefield,ITPL Main Road,21309,37.71340859,1.230325373,68.48153353,100,0,92.618,37.09086823,89.38067097,55.13777212,103,Clear,No
20-06-2022,Koramangala,Sony World Junction,64796,23.50584526,1.5,100,100,1,179.592,75.38306549,87.28307272,83.26406966,98,Fog,No
20-06-2022,Koramangala,Sarjapur Road,45083,24.39115744,1.5,100,100,3,140.166,52.95244366,69.45150832,55.27745684,78,Clear,No
20-06-2022,Electronic City,Hosur Road,16821,45.72841605,1.38518905,52.22882519,83.6047496,0,83.642,60.98949086,79.42720883,56.61864797,85,Clear,No
20-06-2022,M.G. Road,Anil Kumble Circle,25498,37.37857934,1.5,87.32788517,100,1,100.996,32.39376136,65.69497862,97.46203188,105,Clear,No
20-06-2022,Jayanagar,Jayanagar 4th Block,26161,31.48045271,1.5,85.36427995,100,3,102.322,43.43645496,99.68253158,54.42230735,100,Clear,No
20-06-2022,Jayanagar,South End Circle,37438,20,1.5,100,100,2,124.876,10.75519474,66.19325273,99.28414513,95,Clear,No
20-06-2022,Hebbal,Hebbal Flyover,30300,20.12822185,1.5,93.81528437,100,1,110.6,37.91245165,72.10095284,62.01799082,103,Rain,No
20-06-2022,Hebbal,Ballari Road,15901,66.31828468,1.132117495,58.72362951,75.44473744,1,81.802,64.11495688,74.72920757,93.26311146,82,Clear,No
20-06-2022,Yeshwanthpur,Tumkur Road,17399,46.23354792,1.067111882,67.78170124,86.52229994,0,84.798,25.03530271,70.73392269,75.54586317,95,Clear,No
21-06-2022,Indiranagar,100 Feet Road,50507,27.64785622,1.5,100,100,3,151.014,26.95523506,87.25761062,59.75765303,104,Rain,No
21-06-2022,Indiranagar,CMH Road,31619,32.24147285,1.5,100,100,0,113.238,77.03266382,86.62248625,55.12674906,111,Clear,No
21-06-2022,Koramangala,Sony World Junction,28662,20.93857558,1.5,88.44024335,100,3,107.324,68.28498048,95.6281611,70.50107617,109,Clear,No
21-06-2022,Koramangala,Sarjapur Road,50455,27.61123504,1.5,100,100,4,150.91,79.15798549,84.95226638,97.32252291,85,Clear,No
21-06-2022,M.G. Road,Trinity Circle,26379,61.25858395,1.5,91.82578205,100,1,102.758,52.71001316,76.92574085,95.98823169,104,Clear,No
21-06-2022,M.G. Road,Anil Kumble Circle,26329,39.74041957,1.5,88.41771476,100,2,102.658,23.42958,66.32597842,97.6656248,103,Windy,No
21-06-2022,Jayanagar,Jayanagar 4th Block,17113,56.56761982,1.024752084,56.13203066,83.44059565,0,84.226,25.56671061,73.30113439,67.65665376,119,Windy,No
21-06-2022,Jayanagar,South End Circle,27333,39.69458829,1.5,85.36858166,100,1,104.666,25.92921142,69.79920864,50.23277908,114,Clear,Yes
21-06-2022,Yeshwanthpur,Yeshwanthpur Circle,8885,26.63016839,1.117752144,25.66710852,43.66976502,0,67.77,74.07321085,61.67818285,61.72850799,214,Clear,No
22-06-2022,Indiranagar,100 Feet Road,33610,30.38301284,1.5,100,100,2,117.22,42.76004908,85.782224,87.58081312,95,Clear,No
22-06-2022,Indiranagar,CMH Road,25893,33.20201647,1.5,87.77651579,100,0,101.786,42.21227896,76.7631412,80.01030882,110,Rain,No
22-06-2022,Whitefield,ITPL Main Road,31933,43.2585558,1.5,100,100,1,113.866,23.75301556,78.30396523,93.64396567,83,Rain,No
22-06-2022,Koramangala,Sony World Junction,44464,37.51785246,1.5,100,100,1,138.928,45.59633221,89.20316106,84.91963925,108,Clear,No
22-06-2022,Koramangala,Sarjapur Road,47983,27.36151337,1.5,100,100,2,145.966,74.32622528,71.3879718,83.06660803,86,Fog,No
22-06-2022,Electronic City,Silk Board Junction,16045,47.6853593,1.045346826,61.83885838,77.48272263,0,82.09,24.18892358,66.78289826,54.53373253,109,Clear,No
22-06-2022,M.G. Road,Trinity Circle,24159,37.03413712,1.199496512,76.36010248,100,3,98.318,18.11298035,81.69800636,59.94558956,83,Clear,No
22-06-2022,M.G. Road,Anil Kumble Circle,63389,39.0344629,1.5,100,100,2,176.778,76.23401484,72.70386679,53.17106623,89,Clear,No
22-06-2022,Hebbal,Ballari Road,16188,55.56164044,1.223219296,53.92955688,81.9619808,0,82.376,12.29856764,88.86380683,59.65636219,104,Windy,No
23-06-2022,Indiranagar,100 Feet Road,25484,49.15005753,1.5,84.63609315,100,3,100.968,36.09119996,61.62420888,61.62094222,114,Clear,No
23-06-2022,Indiranagar,CMH Road,31893,45.25493586,1.5,100,100,2,113.786,22.22472053,63.10849848,84.98028738,113,Rain,No
23-06-2022,Whitefield,Marathahalli Bridge,17574,37.23008788,1.229547687,49.21614734,88.2991635,1,85.148,72.81531368,69.45041627,53.82365663,88,Clear,No
23-06-2022,Koramangala,Sony World Junction,65333,31.62230885,1.5,100,100,3,180.666,40.32795946,75.31086622,55.33567776,87,Fog,No
23-06-2022,Electronic City,Hosur Road,22102,37.90650754,1.170987258,80.47609662,100,1,94.204,51.30181801,82.0113671,80.49883609,109,Overcast,No
23-06-2022,M.G. Road,Anil Kumble Circle,52072,49.35648285,1.5,100,100,2,154.144,15.82685235,68.71572257,88.1658194,100,Clear,No
23-06-2022,Jayanagar,Jayanagar 4th Block,22671,27.16904535,1.257320066,78.81177354,100,3,95.342,31.92518602,68.49518256,56.2908734,96,Clear,No
